entry_id,hospital_name,hospital_lat,hospital_lng,speciality,general_beds,icu_beds,ventilators,ambulance_type_needed,symptom,severity,traffic_level,waiting_time_min
535,Jaslok Hospital,18.91547968717801,72.94915330489624,Burns,135,34,8,Cardiac,vomiting,moderate,Moderate,40
536,Cooper Hospital,19.229840289563285,72.98215192775878,Burns,73,14,9,ALS,headache,mild,Moderate,24
537,Breach Candy Hospital,18.991066032580957,72.98870498115897,Cardiology,33,50,15,BLS,fever,mild,Low,65
538,Dr. LH Hiranandani Hospital,19.100930558262064,72.78634122110438,Orthopedics,148,7,1,ALS,fever,mild,Moderate,51
539,SL Raheja Hospital,19.081864430997868,72.75955852146188,Cardiology,48,37,14,Cardiac,chest pain,severe,Moderate,65
540,Global Hospital Parel,19.07739088480683,72.78052526589008,General Medicine,14,10,15,BLS,dizziness,mild,Low,99
541,Lilavati Hospital,18.94587467354757,72.75173101178201,Orthopedics,57,26,3,Cardiac,bleeding,severe,Low,98
542,Shivaji Park Hospital,19.082444279273908,72.9373764477345,General Medicine,139,31,15,ALS,fracture,moderate,High,37
543,Breach Candy Hospital,19.23507210800891,72.78298071577744,Orthopedics,11,48,16,ALS,burn injury,moderate,Moderate,67
544,Sion Hospital,19.09141695038519,72.81603116601923,Burns,20,27,9,ALS,dizziness,mild,Moderate,40
545,Shushrusha Hospital,19.098028071697556,72.8031842832995,General Medicine,44,46,2,ALS,bleeding,severe,Moderate,109
546,Nanavati Max Hospital,19.196663120803628,72.96655153264035,Pediatrics,124,11,1,ALS,fracture,moderate,Low,71
547,Saifee Hospital,19.12308830180721,72.94860713159102,Trauma,69,16,19,BLS,fever,mild,High,112
548,Sion Hospital,19.218915178910137,72.9169605259982,Cardiology,83,13,1,ICU,headache,mild,Moderate,5
549,Nair Hospital,19.019499019224007,72.87231798169053,Orthopedics,4,38,12,ICU,bleeding,severe,Low,35
550,Shivaji Park Hospital,19.080336651351868,72.93062720998415,Gynecology,9,45,4,ALS,fracture,moderate,Moderate,41
551,Reliance Hospital,18.988423153435132,72.77317417093629,Orthopedics,74,12,10,ICU,dizziness,mild,Low,120
552,Holy Spirit Hospital,19.16409337396759,72.82347268566187,General Medicine,1,40,14,ICU,dizziness,mild,Low,119
553,Tata Memorial Hospital,19.031320889420677,72.86876119677804,Neurology,28,19,4,BLS,chest pain,severe,High,44
554,Bombay Hospital,19.04676143251126,72.75644477656539,Orthopedics,116,48,12,ALS,fever,mild,Moderate,41
555,Breach Candy Hospital,18.9143428159152,72.80977564213048,Trauma,140,3,5,Cardiac,fever,mild,Moderate,118
556,Breach Candy Hospital,19.19238140336805,72.8515751269862,Trauma,110,47,10,ICU,headache,mild,High,62
557,Nanavati Max Hospital,19.08136316510175,72.94456354234829,Burns,31,31,6,Cardiac,chest pain,severe,Low,36
558,Bombay Hospital,19.189135738349087,72.84013711462876,Gynecology,55,20,10,ICU,unconscious,severe,High,110
559,Shivaji Park Hospital,18.8993679042697,72.88795820376667,Pediatrics,93,1,14,BLS,fever,mild,Moderate,86
560,CritiCare Hospital,19.239052016066772,72.88226585852483,Orthopedics,93,10,8,Cardiac,breathing difficulty,severe,Low,40
561,Shivaji Park Hospital,19.027833752946904,72.91124109340947,Pediatrics,108,37,13,ALS,breathing difficulty,severe,Low,61
562,Shivaji Park Hospital,19.176036888115412,72.97468517885098,Pediatrics,150,43,8,Cardiac,burn injury,moderate,High,32
563,Saifee Hospital,18.948035489793238,72.96394998744869,General Medicine,22,13,9,BLS,breathing difficulty,severe,Low,28
564,Bombay Hospital,19.26826247476443,72.85206589211936,Pulmonology,64,14,2,ALS,unconscious,severe,Moderate,15
565,Sion Hospital,19.15343273277655,72.89638846257981,Cardiology,38,27,12,ALS,unconscious,severe,Moderate,83
566,Wockhardt Hospital Mumbai Central,18.893014681155798,72.83154311441814,Pediatrics,116,41,12,Cardiac,vomiting,moderate,High,59
567,Shushrusha Hospital,18.99784422844566,72.95116844411577,Gynecology,3,16,20,BLS,fever,mild,Low,23
568,Global Hospital Parel,18.97356023933024,72.79842962461811,Orthopedics,31,20,8,ICU,fever,mild,High,53
569,Wockhardt Hospital Mumbai Central,19.223621524675604,72.79490209962103,General Medicine,49,39,0,ICU,dizziness,mild,Moderate,28
570,Bhaktivedanta Hospital,19.253614488818254,72.86710443144108,General Medicine,26,15,8,Cardiac,dizziness,mild,High,72
571,Fortis Hospital Mulund,18.905160717770737,72.83213336770885,Pulmonology,35,0,4,ALS,dizziness,mild,High,60
572,Kokilaben Dhirubhai Ambani Hospital,19.04574778694524,72.94452370620266,Cardiology,30,19,10,ICU,headache,mild,Low,51
573,Hiranandani Hospital Powai,19.08988952393858,72.76290717283084,Neurology,89,33,3,Cardiac,bleeding,severe,Low,71
574,Holy Spirit Hospital,19.01825752774927,72.88782511388992,Burns,85,33,3,ICU,fever,mild,Moderate,66
575,CritiCare Hospital,19.297620156149097,72.96372002900179,General Medicine,146,30,17,Cardiac,burn injury,moderate,Moderate,72
576,Breach Candy Hospital,18.947646910659202,72.80103559271897,Neurology,113,3,16,ALS,high blood pressure,moderate,Moderate,74
577,Rajawadi Hospital,19.195009633005125,72.94841964515824,Cardiology,67,45,0,BLS,fracture,moderate,Low,70
578,Shivaji Park Hospital,19.155539514434395,72.83912354608947,Pulmonology,29,1,7,ICU,bleeding,severe,Low,111
579,Kokilaben Dhirubhai Ambani Hospital,19.233429389275962,72.96342911310413,Orthopedics,99,17,15,ICU,dizziness,mild,Low,106
580,Shivaji Park Hospital,18.888752339981323,72.87823657832605,Burns,35,42,3,ALS,breathing difficulty,severe,Low,68
581,Shushrusha Hospital,18.929805055323918,72.98672647959147,Cardiology,17,41,12,ICU,dizziness,mild,Moderate,24
582,Nair Hospital,19.07257740975079,72.80323700907624,Orthopedics,69,9,0,BLS,unconscious,severe,Low,13
583,Terna Hospital,19.273871865308273,72.76804266594675,Burns,141,49,10,ALS,burn injury,moderate,High,10
584,Bhaktivedanta Hospital,19.033744373586575,72.8275048585133,Pulmonology,9,44,19,ICU,bleeding,severe,Moderate,10
585,Sion Hospital,19.2631310934179,72.92891420365561,Pulmonology,55,3,7,BLS,burn injury,moderate,High,26
586,Jaslok Hospital,18.96718868496574,72.96534918979674,Cardiology,26,30,20,Cardiac,fracture,moderate,High,29
587,CritiCare Hospital,18.947997614610287,72.78749140537191,General Medicine,144,32,13,BLS,vomiting,moderate,High,7
588,Jaslok Hospital,19.091780500971538,72.92904530329156,Neurology,81,25,15,ICU,bleeding,severe,Low,118
589,Sion Hospital,19.040608474665657,72.82864237689928,Pediatrics,4,49,0,ALS,dizziness,mild,Moderate,87
590,Sushrut Hospital,19.209751269543748,72.9176357581301,Burns,120,19,14,ALS,burn injury,moderate,Moderate,90
591,Dr. LH Hiranandani Hospital,18.882561505438034,72.8748978496694,Neurology,52,40,10,ALS,fever,mild,Low,8
592,Sushrut Hospital,19.170588533016094,72.95063311242484,General Medicine,137,29,14,ALS,chest pain,severe,Low,27
593,Fortis Hospital Mulund,19.164208663812655,72.88390104860794,Trauma,135,13,19,ICU,dizziness,mild,Moderate,104
594,Jaslok Hospital,19.23486559147658,72.97957863117625,Trauma,1,25,13,BLS,dizziness,mild,Moderate,59
595,Hiranandani Hospital Powai,19.28454222182913,72.84872663939097,General Medicine,13,33,0,BLS,fever,mild,Moderate,112
596,CritiCare Hospital,19.26621162046774,72.84172293563022,Burns,45,46,6,ALS,breathing difficulty,severe,Low,96
597,Nair Hospital,18.906673476908146,72.77271811341683,Neurology,30,35,11,ALS,bleeding,severe,High,22
598,SL Raheja Hospital,19.277446256754892,72.91122026714949,Gynecology,54,9,11,ALS,vomiting,moderate,Low,47
599,Hinduja Hospital Mahim,18.98245440730335,72.89942450443098,General Medicine,16,48,13,Cardiac,dizziness,mild,Low,92
600,Dr. LH Hiranandani Hospital,19.08157282306949,72.78370905069768,Neurology,45,44,0,ALS,headache,mild,High,20
601,Global Hospital Parel,18.960117940978588,72.80827401852606,Burns,40,15,5,Cardiac,bleeding,severe,Moderate,69
602,Kokilaben Dhirubhai Ambani Hospital,19.121284030405228,72.80905252276774,Orthopedics,7,27,13,BLS,fever,mild,Low,87
603,Wockhardt Hospital Mumbai Central,18.92831768677835,72.80044320202103,Gynecology,145,7,4,Cardiac,fever,mild,Low,10
604,Terna Hospital,19.253831678125355,72.82806368632082,General Medicine,90,9,19,BLS,dizziness,mild,High,10
605,CritiCare Hospital,19.087627615830836,72.9576816891413,Neurology,140,15,9,ICU,fracture,moderate,High,47
606,Tata Memorial Hospital,19.115736877420126,72.81015203649673,Pulmonology,130,28,8,ALS,vomiting,moderate,Low,67
607,Cooper Hospital,19.018163845149193,72.85204992678953,Trauma,14,19,12,Cardiac,fracture,moderate,High,41
608,CritiCare Hospital,18.995186766343235,72.85762717061792,Trauma,133,48,10,ICU,headache,mild,Moderate,104
609,Fortis Hospital Mulund,18.946070277401915,72.76476872926162,Trauma,46,50,6,BLS,high blood pressure,moderate,High,40
610,Shivaji Park Hospital,19.088174602247143,72.98443635947932,Pediatrics,35,19,15,BLS,headache,mild,Low,70
611,Lilavati Hospital,19.238284004407372,72.89202882737266,Orthopedics,149,2,5,ICU,bleeding,severe,High,68
612,SevenHills Hospital,18.96668147837793,72.91277067321259,Pediatrics,130,50,11,ALS,dizziness,mild,High,118
613,Shivaji Park Hospital,18.969766158799448,72.87531606126437,Burns,10,17,13,ICU,bleeding,severe,Moderate,23
614,Hiranandani Hospital Powai,19.246867588736624,72.92017978393383,Neurology,39,35,11,ICU,fracture,moderate,High,31
615,SRV Hospital Goregaon,18.910120732708737,72.95793606452405,Gynecology,76,14,9,ALS,high blood pressure,moderate,Moderate,53
616,Fortis Hospital Mulund,19.27841375679196,72.96703983898702,Gynecology,113,35,14,Cardiac,unconscious,severe,Moderate,21
617,Kokilaben Dhirubhai Ambani Hospital,18.951412044530304,72.804265923378,Pediatrics,139,16,5,BLS,vomiting,moderate,High,53
618,Kokilaben Dhirubhai Ambani Hospital,19.078300466260753,72.96921221697606,Gynecology,32,43,10,Cardiac,fever,mild,Low,109
619,Cooper Hospital,19.082098337598374,72.95828918311616,Orthopedics,146,43,6,Cardiac,high blood pressure,moderate,High,86
620,Jaslok Hospital,19.012612386277027,72.81069654877128,General Medicine,64,4,10,Cardiac,unconscious,severe,High,107
621,Holy Spirit Hospital,19.258377356277474,72.77062960083752,Neurology,42,3,1,ALS,breathing difficulty,severe,Low,96
622,Global Hospital Parel,19.08675345334576,72.9705551286961,Orthopedics,88,43,17,ALS,headache,mild,Low,43
623,Tata Memorial Hospital,19.054771851600577,72.87915604540053,Burns,132,2,2,BLS,chest pain,severe,Moderate,117
624,Holy Spirit Hospital,19.102758058123786,72.96710198467233,Orthopedics,91,28,9,Cardiac,breathing difficulty,severe,Low,65
625,Saifee Hospital,19.221549750319948,72.8339351786306,Cardiology,52,18,14,Cardiac,bleeding,severe,Moderate,103
626,SevenHills Hospital,19.28315937151101,72.89530927682965,Orthopedics,11,40,11,ALS,chest pain,severe,Moderate,93
627,Breach Candy Hospital,18.994217787062382,72.85635693111855,General Medicine,23,0,20,ALS,high blood pressure,moderate,Low,48
628,Bombay Hospital,18.96700948907386,72.84849234685686,Trauma,149,8,14,BLS,fracture,moderate,Moderate,107
629,SevenHills Hospital,18.95172750742994,72.92637930534738,Burns,13,24,14,ALS,bleeding,severe,High,62
630,Kokilaben Dhirubhai Ambani Hospital,19.297290396302287,72.9199686686844,Pediatrics,47,45,7,ICU,headache,mild,Moderate,52
631,Jaslok Hospital,19.095527344437777,72.83210592853283,Pulmonology,118,1,4,BLS,high blood pressure,moderate,Moderate,78
632,CritiCare Hospital,19.280893351623735,72.81591802405887,Pediatrics,94,10,7,ICU,fever,mild,Low,83
633,Hiranandani Hospital Powai,19.24575795879357,72.78554541683874,Neurology,145,32,5,Cardiac,fever,mild,Low,87
634,Hiranandani Hospital Powai,19.165476691084407,72.76048480867492,Trauma,123,6,2,BLS,unconscious,severe,Low,21
635,SRV Hospital Goregaon,19.16682132451558,72.97164147156647,General Medicine,104,44,20,Cardiac,vomiting,moderate,Moderate,8
636,Nair Hospital,19.009815823058585,72.83989577575761,Cardiology,149,0,17,ICU,unconscious,severe,Low,24
637,Global Hospital Parel,19.26117526954428,72.85652932321237,Burns,70,0,10,ALS,chest pain,severe,Low,32
638,Kokilaben Dhirubhai Ambani Hospital,19.246266928137242,72.87901653474562,Gynecology,35,14,17,BLS,high blood pressure,moderate,High,97
639,Shushrusha Hospital,19.268254811263514,72.76967409325188,Trauma,32,16,18,ALS,fever,mild,Moderate,18
640,SevenHills Hospital,19.25988873641614,72.77586104472185,Burns,118,3,4,BLS,headache,mild,Moderate,101
641,Holy Spirit Hospital,18.95869622201025,72.86599272334848,Pulmonology,107,0,14,ICU,vomiting,moderate,Low,11
642,Bombay Hospital,19.22998523124997,72.93438497899317,Burns,124,29,13,ICU,unconscious,severe,Low,86
643,Terna Hospital,19.26114785170607,72.89230839411354,Neurology,73,46,17,Cardiac,chest pain,severe,Low,13
644,Sushrut Hospital,19.001727528284995,72.89185324324777,General Medicine,42,14,9,ALS,headache,mild,High,94
645,Rajawadi Hospital,19.041047858650803,72.8432197365609,Pediatrics,108,41,2,BLS,vomiting,moderate,High,83
646,Jaslok Hospital,18.99989853842885,72.85568446650862,Pulmonology,54,22,11,ICU,unconscious,severe,High,101
647,Bombay Hospital,19.151191574872772,72.83464183644064,Pediatrics,0,43,2,ALS,unconscious,severe,Moderate,58
648,Kokilaben Dhirubhai Ambani Hospital,19.07841397042082,72.91970820575052,Trauma,91,38,1,Cardiac,fever,mild,Moderate,55
649,Cooper Hospital,18.9267703848714,72.87934530228002,Cardiology,73,15,10,ALS,burn injury,moderate,Moderate,120
650,Sion Hospital,19.0584328051439,72.85699838740057,Cardiology,103,15,18,Cardiac,breathing difficulty,severe,High,116
651,Kokilaben Dhirubhai Ambani Hospital,19.036233407144547,72.8789647608211,Trauma,105,3,10,BLS,fever,mild,Moderate,76
652,Sushrut Hospital,19.062661478161992,72.75326676070628,Gynecology,116,33,20,ICU,unconscious,severe,High,6
653,Reliance Hospital,18.99721385206461,72.93677017203773,Burns,12,20,17,BLS,fracture,moderate,Moderate,75
654,Shivaji Park Hospital,19.235553111839273,72.97142011500429,Neurology,121,43,20,Cardiac,fracture,moderate,High,81
655,KEM Hospital,19.006626036403212,72.93875781376929,Gynecology,85,0,10,ICU,dizziness,mild,High,89
656,Holy Spirit Hospital,19.157959555570944,72.86968226783709,Neurology,18,47,15,ICU,breathing difficulty,severe,Moderate,52
657,KEM Hospital,19.246717535383272,72.82968693007206,Pediatrics,105,16,3,ALS,chest pain,severe,Low,29
658,Kokilaben Dhirubhai Ambani Hospital,18.958966738299207,72.89397739154721,Neurology,116,27,15,ICU,burn injury,moderate,High,36
659,CritiCare Hospital,19.07299148786154,72.98340318243346,Pediatrics,13,18,1,ALS,unconscious,severe,High,99
660,Kokilaben Dhirubhai Ambani Hospital,18.907656964059562,72.92286542449358,Neurology,24,50,5,ALS,bleeding,severe,Moderate,95
661,Sion Hospital,19.073496121941155,72.92387177364482,Pulmonology,19,47,13,BLS,high blood pressure,moderate,High,37
662,SRV Hospital Goregaon,19.17404042546959,72.98310434662498,Cardiology,147,5,11,ALS,dizziness,mild,High,18
663,Tata Memorial Hospital,18.911156931969774,72.85037034402438,Burns,61,34,9,ALS,dizziness,mild,High,78
664,KEM Hospital,19.15071752938744,72.7897348140723,Cardiology,119,14,8,BLS,burn injury,moderate,High,25
665,Bombay Hospital,18.971871985144862,72.92138007380522,Orthopedics,61,47,13,ICU,fever,mild,High,89
666,Rajawadi Hospital,18.990328196197343,72.7706163516567,Cardiology,11,3,7,ALS,high blood pressure,moderate,Low,104
667,Saifee Hospital,18.936609703611868,72.7561967556269,Pulmonology,102,5,2,ICU,burn injury,moderate,High,65
668,Global Hospital Parel,19.27565458497106,72.80573025390184,Cardiology,141,35,14,Cardiac,headache,mild,High,78
669,Global Hospital Parel,19.14806552265506,72.78550817052025,Pediatrics,114,47,2,Cardiac,burn injury,moderate,Low,117
670,Bombay Hospital,19.257121136880126,72.96149204610609,Trauma,123,37,9,ALS,chest pain,severe,Moderate,99
671,Kokilaben Dhirubhai Ambani Hospital,19.038872452657298,72.90678335126816,Trauma,34,5,10,BLS,headache,mild,High,71
672,Bhaktivedanta Hospital,18.883507211343865,72.84387484468557,Pediatrics,129,32,0,Cardiac,fracture,moderate,Low,23
673,Lilavati Hospital,19.141868156826927,72.78697954345188,Burns,119,11,18,BLS,chest pain,severe,High,76
674,Bombay Hospital,19.058242315920747,72.80960620452854,Cardiology,20,0,15,BLS,bleeding,severe,Moderate,38
675,Dr. LH Hiranandani Hospital,19.147089695472207,72.90912700096234,Pulmonology,80,9,17,ICU,high blood pressure,moderate,Low,55
676,Terna Hospital,19.06946399482922,72.8095060123496,Burns,61,19,1,Cardiac,unconscious,severe,High,58
677,SL Raheja Hospital,19.228240193275308,72.84531092088483,Neurology,60,30,2,BLS,fracture,moderate,Low,111
678,Jaslok Hospital,19.03141845160403,72.80965285465783,Trauma,90,28,17,BLS,unconscious,severe,Moderate,17
679,Dr. LH Hiranandani Hospital,18.90111171644292,72.98597102505985,General Medicine,128,4,10,BLS,dizziness,mild,Moderate,17
680,Dr. LH Hiranandani Hospital,19.27038561198421,72.94791237471024,Neurology,50,34,9,Cardiac,headache,mild,High,94
681,Hiranandani Hospital Powai,19.123351927627795,72.82971062677703,General Medicine,92,30,18,BLS,bleeding,severe,Low,20
682,KEM Hospital,18.927261558438055,72.85888591911454,Neurology,118,6,4,ICU,bleeding,severe,High,37
683,Jaslok Hospital,19.15313311950448,72.97063158053491,General Medicine,139,4,8,ICU,fracture,moderate,Low,31
684,Lilavati Hospital,18.975466953641973,72.94111538618743,Cardiology,103,16,13,Cardiac,headache,mild,Low,65
685,Fortis Hospital Mulund,19.190391077395322,72.88471305746089,Pulmonology,5,33,2,ALS,bleeding,severe,Low,95
686,Global Hospital Parel,18.908831692964508,72.7716935743524,Pulmonology,83,4,6,ICU,dizziness,mild,High,5
687,Wockhardt Hospital Mumbai Central,19.22545842092941,72.98365022256776,Pediatrics,59,9,17,ICU,chest pain,severe,Low,115
688,Nanavati Max Hospital,19.297410195274804,72.85904011800852,Cardiology,17,19,17,Cardiac,headache,mild,Low,96
689,Bombay Hospital,19.10747486617962,72.9428277099806,Trauma,20,15,16,ICU,high blood pressure,moderate,High,119
690,Bhaktivedanta Hospital,19.02688138184337,72.8487971312462,Trauma,29,18,7,ALS,unconscious,severe,Moderate,56
691,Global Hospital Parel,19.1633001180496,72.85596004244142,Pediatrics,59,0,13,ICU,unconscious,severe,High,99
692,Tata Memorial Hospital,19.075921899984557,72.97376270613366,Gynecology,135,44,15,ALS,fever,mild,Low,90
693,Shivaji Park Hospital,19.274213228579878,72.89356655954406,Pulmonology,139,8,19,ALS,chest pain,severe,Low,48
694,Hinduja Hospital Mahim,19.23803930392904,72.82069857649891,Neurology,135,37,6,Cardiac,headache,mild,High,94
695,Hinduja Hospital Mahim,19.096324713301485,72.85527077683136,Trauma,113,22,13,Cardiac,high blood pressure,moderate,Low,99
696,Rajawadi Hospital,19.273922313598455,72.97949862374661,Trauma,106,0,9,BLS,fracture,moderate,Moderate,41
697,Lilavati Hospital,19.159232755064185,72.84426889232579,Cardiology,60,34,4,Cardiac,vomiting,moderate,High,119
698,Global Hospital Parel,18.92775881652741,72.79749236833804,Gynecology,39,20,19,BLS,vomiting,moderate,Moderate,27
699,Dr. LH Hiranandani Hospital,18.888226192932564,72.77537813836109,Neurology,23,19,17,ICU,dizziness,mild,Low,109
700,KEM Hospital,19.108283431680718,72.84296636007578,General Medicine,77,0,14,ALS,vomiting,moderate,Moderate,75
701,Saifee Hospital,19.218888743953414,72.95509011631503,Gynecology,46,45,6,ALS,headache,mild,Low,118
702,Shushrusha Hospital,19.096218851661874,72.87470281091993,Trauma,142,47,12,BLS,dizziness,mild,High,74
703,Sushrut Hospital,19.156536626335058,72.8147636343701,Pediatrics,94,43,13,BLS,dizziness,mild,Low,5
704,Dr. LH Hiranandani Hospital,19.06851930125579,72.75192503333993,Pulmonology,17,43,3,Cardiac,high blood pressure,moderate,Moderate,93
705,SevenHills Hospital,19.093358001759032,72.97936457579563,General Medicine,108,39,0,Cardiac,high blood pressure,moderate,High,14
706,Sion Hospital,19.20894163620052,72.97411365217818,Orthopedics,18,22,5,Cardiac,vomiting,moderate,High,22
707,Shivaji Park Hospital,19.052902423516024,72.8612949490259,Cardiology,63,37,5,Cardiac,headache,mild,High,66
708,Tata Memorial Hospital,19.13938668425882,72.8203905840852,Orthopedics,29,33,13,Cardiac,dizziness,mild,High,85
709,SL Raheja Hospital,18.966096185375967,72.93806516330723,Pulmonology,65,21,6,ICU,bleeding,severe,Moderate,55
710,Terna Hospital,19.181145102369708,72.86117850416473,Cardiology,63,48,14,BLS,fracture,moderate,High,36
711,Sushrut Hospital,18.94343217039584,72.9291054040843,Orthopedics,33,19,15,ALS,fever,mild,High,67
712,Bombay Hospital,19.12187110636809,72.86605910720408,Trauma,136,34,6,Cardiac,dizziness,mild,High,66
713,Sushrut Hospital,18.979968493410478,72.76777172758095,Pediatrics,111,49,14,ICU,breathing difficulty,severe,Low,7
714,CritiCare Hospital,19.067386457173313,72.86769053272677,Trauma,61,18,9,ALS,headache,mild,Low,6
715,Nanavati Max Hospital,19.109375949711666,72.83740966706982,Cardiology,127,31,20,Cardiac,dizziness,mild,High,66
716,Bhaktivedanta Hospital,19.23941189824769,72.9508360846911,Pediatrics,140,41,2,Cardiac,fever,mild,High,55
717,Saifee Hospital,19.190053011681915,72.93008357065023,Neurology,27,44,3,Cardiac,headache,mild,High,67
718,Breach Candy Hospital,18.88471323897126,72.830655124922,Trauma,41,16,7,ALS,dizziness,mild,High,8
719,Cooper Hospital,18.920326183634078,72.7971302552169,Cardiology,119,41,4,ALS,chest pain,severe,High,55
720,Wockhardt Hospital Mumbai Central,19.075722064051153,72.75696256428415,General Medicine,48,3,10,Cardiac,chest pain,severe,High,29
721,Hinduja Hospital Mahim,19.242077979281014,72.81324245900625,Pulmonology,118,50,13,ICU,dizziness,mild,High,31
722,Dr. LH Hiranandani Hospital,18.88558852859559,72.94318491629812,Gynecology,134,3,4,Cardiac,fracture,moderate,High,35
723,Global Hospital Parel,19.108360401127506,72.96464491898378,Orthopedics,59,43,4,Cardiac,burn injury,moderate,Moderate,24
724,Tata Memorial Hospital,19.23689965312467,72.91079320032941,Orthopedics,12,40,10,Cardiac,breathing difficulty,severe,High,116
725,Lilavati Hospital,18.887144758563352,72.86239315023046,Gynecology,144,43,11,ALS,unconscious,severe,Moderate,39
726,Dr. LH Hiranandani Hospital,19.218227491066575,72.97632269958926,Pediatrics,47,47,15,BLS,vomiting,moderate,High,80
727,Sushrut Hospital,19.089363782232656,72.96198549213521,Pulmonology,85,35,3,BLS,chest pain,severe,Moderate,74
728,Shivaji Park Hospital,19.080308080998893,72.81725349771783,Cardiology,123,39,9,BLS,burn injury,moderate,Moderate,34
729,Wockhardt Hospital Mumbai Central,19.255830852772725,72.80380318193492,Orthopedics,63,4,20,ICU,fracture,moderate,Low,114
730,Wockhardt Hospital Mumbai Central,19.095472804858414,72.80508738255439,Gynecology,149,26,12,ALS,headache,mild,Low,85
731,Shivaji Park Hospital,19.199447422475444,72.90613374599107,Burns,85,24,12,ICU,burn injury,moderate,High,5
732,KEM Hospital,18.925060568885165,72.97551196418955,Neurology,92,50,2,ICU,fracture,moderate,Moderate,99
733,Cooper Hospital,19.2924702192677,72.93862481014607,Neurology,107,28,5,ICU,burn injury,moderate,Moderate,88
734,Nanavati Max Hospital,18.977712560459363,72.86731891598218,Pulmonology,93,4,3,BLS,dizziness,mild,High,102
735,Shushrusha Hospital,19.251812945098088,72.98516846012431,Gynecology,126,24,17,ALS,bleeding,severe,Low,107
736,Nair Hospital,19.28867298243109,72.90672104146866,Gynecology,94,14,14,ICU,vomiting,moderate,Low,104
737,Tata Memorial Hospital,19.214226129981945,72.95107686371598,Gynecology,91,49,16,ALS,fracture,moderate,Low,80
738,Bombay Hospital,18.927464693400864,72.84461036273645,Burns,91,7,17,ALS,high blood pressure,moderate,Low,52
739,Hinduja Hospital Mahim,18.883836843599425,72.98133160454945,Gynecology,119,50,19,Cardiac,fracture,moderate,Low,92
740,Nanavati Max Hospital,19.231903961844758,72.78451498493239,Cardiology,34,36,0,ICU,chest pain,severe,High,118
741,Lilavati Hospital,19.219684392035692,72.91359320886184,Orthopedics,83,1,2,ICU,dizziness,mild,Moderate,48
742,Hinduja Hospital Mahim,19.122569384017197,72.78592310523851,Orthopedics,35,19,1,Cardiac,fracture,moderate,High,103
743,Fortis Hospital Mulund,19.178578514977318,72.91279523135701,Gynecology,84,25,8,Cardiac,fever,mild,Low,61
744,Tata Memorial Hospital,19.08974198367829,72.97218824595873,Gynecology,8,33,6,BLS,vomiting,moderate,Low,33
745,SevenHills Hospital,18.980481182916932,72.82796342426441,Pediatrics,138,48,12,ICU,headache,mild,High,30
746,Bhaktivedanta Hospital,19.201974601078277,72.86101015493504,Pediatrics,137,27,15,ICU,bleeding,severe,Low,103
747,Cooper Hospital,18.88652155667932,72.80867750978558,Gynecology,120,19,7,Cardiac,unconscious,severe,Low,82
748,Lilavati Hospital,18.937859442251373,72.97186693786327,Pediatrics,0,0,10,BLS,unconscious,severe,Moderate,88
749,Rajawadi Hospital,19.210986664233936,72.9177602033761,General Medicine,73,23,0,BLS,unconscious,severe,Moderate,72
750,Hinduja Hospital Mahim,19.17258713429495,72.96100478299296,Orthopedics,46,24,8,Cardiac,headache,mild,High,21
751,Fortis Hospital Mulund,19.11657848656127,72.95397807371862,Gynecology,139,34,2,Cardiac,headache,mild,Moderate,106
752,Breach Candy Hospital,19.129849758414927,72.93875830120756,Pediatrics,32,25,16,BLS,unconscious,severe,Moderate,100
753,Saifee Hospital,19.264208409311667,72.98203607489475,Gynecology,51,40,11,Cardiac,burn injury,moderate,Moderate,16
754,Reliance Hospital,19.27042461188018,72.9084672129695,Trauma,54,19,6,ALS,chest pain,severe,Moderate,14
755,Bombay Hospital,19.18012989578128,72.90860519794298,Gynecology,115,47,17,ALS,vomiting,moderate,High,38
756,Holy Spirit Hospital,19.255213495215337,72.90869782130639,Orthopedics,133,6,13,ICU,dizziness,mild,Moderate,109
757,Hinduja Hospital Mahim,19.293284605634494,72.98707339765848,Pulmonology,38,32,8,BLS,breathing difficulty,severe,Moderate,72
758,Fortis Hospital Mulund,18.939966971387705,72.9898927067698,Cardiology,149,26,2,BLS,vomiting,moderate,High,61
759,Saifee Hospital,19.248703449036434,72.93774112496781,General Medicine,135,12,20,ALS,fever,mild,High,51
760,Nair Hospital,19.25941234752385,72.87630972652148,General Medicine,143,20,5,ALS,fracture,moderate,High,87
761,Hinduja Hospital Mahim,19.296635111618688,72.88326898690302,General Medicine,100,10,5,Cardiac,dizziness,mild,Moderate,16
762,Shushrusha Hospital,19.055409832712147,72.93834043435174,Pediatrics,25,23,5,Cardiac,vomiting,moderate,High,85
763,KEM Hospital,19.19678963406553,72.89206592730599,Pediatrics,85,12,20,BLS,headache,mild,Moderate,117
764,Nair Hospital,19.07758660838081,72.9717507945535,General Medicine,19,41,13,Cardiac,fever,mild,High,46
765,Hinduja Hospital Mahim,19.232209259893732,72.76756236765874,Pediatrics,33,1,18,BLS,breathing difficulty,severe,Low,76
766,Bhaktivedanta Hospital,19.160512888527222,72.86979513921635,Pediatrics,58,37,13,Cardiac,fever,mild,High,119
767,Sushrut Hospital,19.297517874636412,72.83750460690162,Trauma,143,15,7,ALS,breathing difficulty,severe,Moderate,34
